,ID,Description,LAST RCVD,Sale_Qty,Inv_Qty,Warehouse,UNIT PRICE
0,DTA1A9500IV,seed bead anklet,2016Q2,144.0,144.0,0.0,4.0
1,DTA1A9500MUL,seed bead anklet,2016Q2,144.0,144.0,0.0,4.0
2,DTA1A9500TQ,seed bead anklet,2016Q2,144.0,144.0,0.0,4.0
3,DTA1B2029WG-COR,row wood bead stretch br,2016Q2,288.0,360.0,72.0,3.25
4,DTA1B2029WG-COR,row wood bead stretch br,2016Q3,36.0,12.0,48.0,3.25
5,DTA1B2029WG-COR,row wood bead stretch br,2017Q3,48.0,0.0,0.0,3.25
6,DTA1B2029WG-CRM,row pearl bead stretch br,2016Q2,48.0,240.0,192.0,3.25
7,DTA1B2029WG-CRM,row pearl bead stretch br,2016Q3,60.0,12.0,144.0,3.25
8,DTA1B2029WG-CRM,row pearl bead stretch br,2017Q1,240.0,240.0,144.0,3.25
9,DTA1B2029WG-CRM,row pearl bead stretch br,2017Q3,144.0,0.0,0.0,3.25
10,DTA1B2029WG-GRY,row wood bead stretch br,2016Q2,132.0,240.0,108.0,3.25
11,DTA1B2029WG-GRY,row wood bead stretch br,2016Q3,72.0,12.0,48.0,3.25
12,DTA1B2029WG-GRY,row wood bead stretch br,2017Q4,48.0,0.0,0.0,3.25
13,DTA1B2029WG-IV,row wood bead stretch br,2016Q2,156.0,360.0,204.0,3.25
14,DTA1B2029WG-IV,row wood bead stretch br,2016Q3,25.0,0.0,179.0,3.25
15,DTA1B2029WG-IV,row wood bead stretch br,2017Q1,210.0,210.0,179.0,3.25
16,DTA1B2029WG-IV,row wood bead stretch br,2017Q3,95.0,0.0,84.0,3.25
17,DTA1B2029WG-IV,row wood bead stretch br,2017Q4,84.0,0.0,0.0,3.25
18,DTA1B2029WG-JET,row wood bead stretch br,2016Q2,288.0,480.0,192.0,3.25
19,DTA1B2029WG-JET,row wood bead stretch br,2016Q3,24.0,12.0,180.0,3.25
20,DTA1B2029WG-JET,row wood bead stretch br,2017Q3,144.0,0.0,36.0,3.25
21,DTA1B2029WG-JET,row wood bead stretch br,2017Q4,36.0,0.0,0.0,3.25
22,DTA1B2029WG-LBR,row wood bead stretch br,2016Q2,384.0,480.0,96.0,3.25
23,DTA1B2029WG-LBR,row wood bead stretch br,2016Q3,72.0,24.0,48.0,3.25
24,DTA1B2029WG-LBR,row wood bead stretch br,2017Q3,48.0,12.0,12.0,3.25
25,DTA1B2029WG-LBR,row wood bead stretch br,2017Q4,12.0,0.0,0.0,3.25
26,DTA1B2029WG-MST,row wood bead stretch br,2016Q2,12.0,240.0,228.0,3.25
27,DTA1B2029WG-MST,row wood bead stretch br,2016Q3,24.0,0.0,204.0,3.25
28,DTA1B2029WG-MST,row wood bead stretch br,2017Q3,72.0,0.0,132.0,3.25
29,DTA1B2029WG-MST,row wood bead stretch br,2017Q4,132.0,0.0,0.0,3.25
30,DTA1B2029WG-TQ,row wood bead stretch br,2016Q2,288.0,480.0,192.0,3.25
31,DTA1B2029WG-TQ,row wood bead stretch br,2016Q3,12.0,0.0,180.0,3.25
32,DTA1B2029WG-TQ,row wood bead stretch br,2017Q3,72.0,0.0,108.0,3.25
33,DTA1B2029WG-TQ,row wood bead stretch br,2017Q4,108.0,0.0,0.0,3.25
34,DTA1B2066G-BRN,multi strand wood bracelet,2016Q2,192.0,360.0,168.0,4.75
35,DTA1B2066G-BRN,multi strand wood bracelet,2016Q3,36.0,0.0,132.0,4.75
36,DTA1B2066G-BRN,multi strand wood bracelet,2017Q1,12.0,0.0,120.0,4.75
37,DTA1B2066G-BRN,multi strand wood bracelet,2017Q3,12.0,0.0,108.0,4.75
38,DTA1B2066G-BRN,multi strand wood bracelet,2017Q4,108.0,0.0,0.0,4.75
39,DTA1B2066G-GRY,multi strand wood bracelet,2016Q2,240.0,360.0,120.0,4.75
40,DTA1B2066G-GRY,multi strand wood bracelet,2016Q3,36.0,0.0,84.0,4.75
41,DTA1B2066G-GRY,multi strand wood bracelet,2016Q4,12.0,0.0,72.0,4.75
42,DTA1B2066G-GRY,multi strand wood bracelet,2017Q1,12.0,0.0,60.0,4.75
43,DTA1B2066G-GRY,multi strand wood bracelet,2017Q3,13.0,0.0,47.0,4.75
44,DTA1B2066G-GRY,multi strand wood bracelet,2017Q4,48.0,1.0,0.0,4.75
45,DTA1B2066G-IV,multi strand wood bracelet,2016Q2,192.0,360.0,168.0,4.75
46,DTA1B2066G-IV,multi strand wood bracelet,2016Q3,24.0,12.0,156.0,4.75
47,DTA1B2066G-IV,multi strand wood bracelet,2017Q1,24.0,0.0,132.0,4.75
48,DTA1B2066G-IV,multi strand wood bracelet,2017Q3,25.0,0.0,107.0,4.75
49,DTA1B2066G-IV,multi strand wood bracelet,2017Q4,108.0,1.0,0.0,4.75
50,DTA1B2066G-NAT,multi strand wood bracelet,2016Q2,96.0,120.0,24.0,4.75
51,DTA1B2066G-NAT,multi strand wood bracelet,2016Q3,12.0,0.0,12.0,4.75
52,DTA1B2066G-NAT,multi strand wood bracelet,2016Q4,12.0,0.0,0.0,4.75
53,DTA1B2066G-PK,multi strand wood bracelet,2016Q2,72.0,120.0,48.0,4.75
54,DTA1B2066G-PK,multi strand wood bracelet,2016Q3,35.0,0.0,13.0,4.75
55,DTA1B2066G-PK,multi strand wood bracelet,2017Q1,13.0,0.0,0.0,4.75
56,DTA1B2066G-TQ,multi strand wood bracelet,2016Q2,84.0,180.0,96.0,4.75
57,DTA1B2066G-TQ,multi strand wood bracelet,2016Q3,60.0,0.0,36.0,4.75
58,DTA1B2066G-TQ,multi strand wood bracelet,2017Q1,12.0,0.0,24.0,4.75
59,DTA1B2066G-TQ,multi strand wood bracelet,2017Q3,0.0,84.0,108.0,4.75
60,DTA1B2066G-TQ,multi strand wood bracelet,2017Q4,108.0,0.0,0.0,4.75
61,DTA1B2072BL-HOW,natural stone stretch br,2016Q2,120.0,240.0,120.0,4.0
62,DTA1B2072BL-HOW,natural stone stretch br,2016Q3,48.0,24.0,96.0,4.0
63,DTA1B2072BL-HOW,natural stone stretch br,2016Q4,12.0,0.0,84.0,4.0
64,DTA1B2072BL-HOW,natural stone stretch br,2017Q3,36.0,0.0,48.0,4.0
65,DTA1B2072BL-HOW,natural stone stretch br,2017Q4,48.0,0.0,0.0,4.0
66,DTA1B2072CHA-RQ,natural stone stretch br,2016Q2,216.0,360.0,144.0,4.0
67,DTA1B2072CHA-RQ,natural stone stretch br,2016Q3,48.0,24.0,120.0,4.0
68,DTA1B2072CHA-RQ,natural stone stretch br,2016Q4,12.0,0.0,108.0,4.0
69,DTA1B2072CHA-RQ,natural stone stretch br,2017Q3,72.0,0.0,36.0,4.0
70,DTA1B2072CHA-RQ,natural stone stretch br,2017Q4,36.0,0.0,0.0,4.0
71,DTA1B2072GRY-JET,natural stone stretch br,2016Q2,72.0,180.0,108.0,4.0
72,DTA1B2072GRY-JET,natural stone stretch br,2016Q3,24.0,24.0,108.0,4.0
73,DTA1B2072GRY-JET,natural stone stretch br,2016Q4,12.0,0.0,96.0,4.0
74,DTA1B2072GRY-JET,natural stone stretch br,2017Q3,36.0,0.0,60.0,4.0
75,DTA1B2072GRY-JET,natural stone stretch br,2017Q4,60.0,0.0,0.0,4.0
76,DTA1B2072HOW-JET,natural stone stretch br,2016Q2,240.0,360.0,120.0,4.0
77,DTA1B2072HOW-JET,natural stone stretch br,2016Q3,72.0,0.0,48.0,4.0
78,DTA1B2072HOW-JET,natural stone stretch br,2016Q4,12.0,0.0,36.0,4.0
79,DTA1B2072HOW-JET,natural stone stretch br,2017Q3,24.0,0.0,12.0,4.0
80,DTA1B2072HOW-JET,natural stone stretch br,2017Q4,12.0,0.0,0.0,4.0
81,DTA1B2072PJA-TQ,natural stone stretch br,2016Q2,240.0,360.0,120.0,4.0
82,DTA1B2072PJA-TQ,natural stone stretch br,2016Q3,24.0,0.0,96.0,4.0
83,DTA1B2072PJA-TQ,natural stone stretch br,2016Q4,12.0,0.0,84.0,4.0
84,DTA1B2072PJA-TQ,natural stone stretch br,2017Q2,9.0,0.0,75.0,4.0
85,DTA1B2072PJA-TQ,natural stone stretch br,2017Q3,48.0,0.0,27.0,4.0
86,DTA1B2072PJA-TQ,natural stone stretch br,2017Q4,27.0,0.0,0.0,4.0
87,DTA1B2072RQ-GRY,natural stone stretch br,2016Q2,216.0,360.0,144.0,4.0
88,DTA1B2072RQ-GRY,natural stone stretch br,2016Q3,24.0,24.0,144.0,4.0
89,DTA1B2072RQ-GRY,natural stone stretch br,2016Q4,12.0,0.0,132.0,4.0
90,DTA1B2072RQ-GRY,natural stone stretch br,2017Q1,12.0,0.0,120.0,4.0
91,DTA1B2072RQ-GRY,natural stone stretch br,2017Q3,48.0,0.0,72.0,4.0
92,DTA1B2072RQ-GRY,natural stone stretch br,2017Q4,72.0,0.0,0.0,4.0
93,DTA1B2072TGE-PJA,natural stone stretch br,2016Q2,84.0,300.0,216.0,4.0
94,DTA1B2072TGE-PJA,natural stone stretch br,2016Q3,24.0,0.0,192.0,4.0
95,DTA1B2072TGE-PJA,natural stone stretch br,2016Q4,12.0,0.0,180.0,4.0
96,DTA1B2072TGE-PJA,natural stone stretch br,2017Q2,4.0,0.0,176.0,4.0
97,DTA1B2072TGE-PJA,natural stone stretch br,2017Q3,75.0,0.0,101.0,4.0
98,DTA1B2072TGE-PJA,natural stone stretch br,2017Q4,101.0,0.0,0.0,4.0
99,DTA1B2072TQ-TGE,natural stone stretch br,2016Q2,156.0,240.0,84.0,4.0
100,DTA1B2072TQ-TGE,natural stone stretch br,2016Q3,12.0,0.0,72.0,4.0
101,DTA1B2072TQ-TGE,natural stone stretch br,2016Q4,12.0,0.0,60.0,4.0
102,DTA1B2072TQ-TGE,natural stone stretch br,2017Q3,36.0,0.0,24.0,4.0
103,DTA1B2072TQ-TGE,natural stone stretch br,2017Q4,24.0,0.0,0.0,4.0
104,DTA1B2072WHT-GRY,natural stone stretch br,2016Q2,240.0,360.0,120.0,4.0
105,DTA1B2072WHT-GRY,natural stone stretch br,2016Q3,72.0,24.0,72.0,4.0
106,DTA1B2072WHT-GRY,natural stone stretch br,2016Q4,12.0,0.0,60.0,4.0
107,DTA1B2072WHT-GRY,natural stone stretch br,2017Q3,48.0,0.0,12.0,4.0
108,DTA1B2072WHT-GRY,natural stone stretch br,2017Q4,12.0,0.0,0.0,4.0
109,DTA1B2073BRN-PJA,wood beads w natural stone,2016Q2,180.0,240.0,60.0,7.25
110,DTA1B2073BRN-PJA,wood beads w natural stone,2016Q3,468.0,600.0,192.0,7.25
111,DTA1B2073BRN-PJA,wood beads w natural stone,2016Q4,72.0,0.0,120.0,7.25
112,DTA1B2073BRN-PJA,wood beads w natural stone,2017Q1,240.0,144.0,24.0,7.25
113,DTA1B2073BRN-PJA,wood beads w natural stone,2018Q2,24.0,0.0,0.0,7.25
114,DTA1B2073GRY-RQ,wood beads w natural stone,2016Q2,96.0,240.0,144.0,7.25
115,DTA1B2073GRY-RQ,wood beads w natural stone,2016Q3,360.0,240.0,24.0,7.25
116,DTA1B2073GRY-RQ,wood beads w natural stone,2016Q4,24.0,0.0,0.0,7.25
117,DTA1B2073GRY-RQ,wood beads w natural stone,2017Q1,120.0,120.0,0.0,7.25
118,DTA1B2073IV-GRY,wood beads w natural stone,2016Q2,96.0,240.0,144.0,7.25
119,DTA1B2073IV-GRY,wood beads w natural stone,2016Q3,408.0,480.0,216.0,7.25
120,DTA1B2073IV-GRY,wood beads w natural stone,2016Q4,72.0,0.0,144.0,7.25
121,DTA1B2073IV-GRY,wood beads w natural stone,2017Q1,240.0,108.0,12.0,7.25
122,DTA1B2073LBR-TQ,wood beads w natural stone,2016Q2,180.0,240.0,60.0,7.25
123,DTA1B2073LBR-TQ,wood beads w natural stone,2016Q3,480.0,600.0,180.0,7.25
124,DTA1B2073LBR-TQ,wood beads w natural stone,2016Q4,72.0,0.0,108.0,7.25
125,DTA1B2073LBR-TQ,wood beads w natural stone,2017Q1,120.0,24.0,12.0,7.25
126,DTA1B2073PK-GRY,wood beads w natural stone,2016Q2,72.0,240.0,168.0,7.25
127,DTA1B2073PK-GRY,wood beads w natural stone,2016Q3,288.0,120.0,0.0,7.25
128,DTA1B2073TQ-GRY,wood beads w natural stone,2016Q2,180.0,240.0,60.0,7.25
129,DTA1B2073TQ-GRY,wood beads w natural stone,2016Q3,348.0,360.0,72.0,7.25
130,DTA1B2073TQ-GRY,wood beads w natural stone,2016Q4,36.0,0.0,36.0,7.25
131,DTA1B2073TQ-GRY,wood beads w natural stone,2017Q1,120.0,108.0,24.0,7.25
132,DTA1B2073TQ-GRY,wood beads w natural stone,2018Q2,24.0,0.0,0.0,7.25
133,DTA1B2129BRN-GRY,multi wood bead stretch bl,2016Q2,168.0,240.0,72.0,3.5
134,DTA1B2129BRN-GRY,multi wood bead stretch bl,2016Q3,216.0,144.0,0.0,3.5
135,DTA1B2129BRN-GRY,multi wood bead stretch bl,2016Q4,204.0,120.0,-84.0,3.5
136,DTA1B2129BRN-GRY,multi wood bead stretch bl,2017Q1,12.0,120.0,24.0,3.5
137,DTA1B2129BRN-GRY,multi wood bead stretch bl,2017Q3,12.0,0.0,12.0,3.5
138,DTA1B2129BRN-GRY,multi wood bead stretch bl,2017Q4,12.0,0.0,0.0,3.5
139,DTA1B2129GRY-TQ,multi wood bead stretch bl,2016Q2,156.0,240.0,84.0,3.5
140,DTA1B2129GRY-TQ,multi wood bead stretch bl,2016Q3,84.0,0.0,0.0,3.5
141,DTA1B2129IV-BRN,multi wood bead stretch bl,2016Q2,180.0,360.0,180.0,3.5
142,DTA1B2129IV-BRN,multi wood bead stretch bl,2016Q3,312.0,144.0,12.0,3.5
143,DTA1B2129IV-BRN,multi wood bead stretch bl,2016Q4,60.0,60.0,12.0,3.5
144,DTA1B2129IV-BRN,multi wood bead stretch bl,2017Q3,12.0,0.0,0.0,3.5
145,DTA1B2146None,wood bead bracelet  brown,2016Q2,1869.0,1869.0,0.0,2.04
146,DTA1B2146None,wood bead bracelet  brown,2016Q3,2001.0,2001.0,0.0,2.04
147,DTA1B4001GRY-BLS,druzy stone body stretch,2016Q2,204.0,240.0,36.0,2.75
148,DTA1B4001GRY-BLS,druzy stone body stretch,2016Q3,24.0,0.0,12.0,2.75
149,DTA1B4001GRY-WHT,druzy stone body stretch,2016Q2,192.0,264.0,72.0,2.75
150,DTA1B4001GRY-WHT,druzy stone body stretch,2016Q3,12.0,48.0,108.0,2.75
151,DTA1B4001GRY-WHT,druzy stone body stretch,2018Q1,108.0,0.0,0.0,2.75
152,DTA1B4001WHT-GRY,druzy stone body stretch,2016Q2,288.0,264.0,-24.0,2.75
153,DTA1B4001WHT-MT,druzy stone body stretch,2016Q2,216.0,240.0,24.0,2.75
154,DTA1B4001WHT-MT,druzy stone body stretch,2016Q3,24.0,0.0,0.0,2.75
155,DTA1B4002BRN-BLS,druzy stone w wood body,2016Q2,96.0,240.0,144.0,2.75
156,DTA1B4002BRN-BLS,druzy stone w wood body,2016Q3,12.0,0.0,132.0,2.75
157,DTA1B4002BRN-BLS,druzy stone w wood body,2017Q3,48.0,0.0,84.0,2.75
158,DTA1B4002BRN-BLS,druzy stone w wood body,2017Q4,84.0,0.0,0.0,2.75
159,DTA1B4002BRN-MT,druzy stone w wood body,2016Q2,132.0,240.0,108.0,2.75
160,DTA1B4002BRN-MT,druzy stone w wood body,2016Q3,36.0,0.0,72.0,2.75
161,DTA1B4002BRN-MT,druzy stone w wood body,2017Q3,25.0,0.0,47.0,2.75
162,DTA1B4002BRN-MT,druzy stone w wood body,2017Q4,48.0,1.0,0.0,2.75
163,DTA1B4002GRY-WHT,druzy stone w wood body,2016Q2,96.0,240.0,144.0,2.75
164,DTA1B4002GRY-WHT,druzy stone w wood body,2016Q3,36.0,0.0,108.0,2.75
165,DTA1B4002GRY-WHT,druzy stone w wood body,2016Q4,36.0,0.0,72.0,2.75
166,DTA1B4002GRY-WHT,druzy stone w wood body,2017Q1,12.0,0.0,60.0,2.75
167,DTA1B4002GRY-WHT,druzy stone w wood body,2017Q3,24.0,0.0,36.0,2.75
168,DTA1B4002GRY-WHT,druzy stone w wood body,2017Q4,36.0,0.0,0.0,2.75
169,DTA1B4002IV-GRY,druzy stone w wood body,2016Q2,84.0,240.0,156.0,2.75
170,DTA1B4002IV-GRY,druzy stone w wood body,2016Q3,24.0,0.0,132.0,2.75
171,DTA1B4002IV-GRY,druzy stone w wood body,2016Q4,36.0,0.0,96.0,2.75
172,DTA1B4002IV-GRY,druzy stone w wood body,2017Q3,36.0,0.0,60.0,2.75
173,DTA1B4002IV-GRY,druzy stone w wood body,2017Q4,60.0,0.0,0.0,2.75
174,DTA1B6015WG-GRY,glass bead  row stretch bl,2016Q2,300.0,360.0,60.0,3.5
175,DTA1B6015WG-GRY,glass bead  row stretch bl,2016Q3,456.0,420.0,24.0,3.5
176,DTA1B6015WG-GRY,glass bead  row stretch bl,2016Q4,264.0,252.0,12.0,3.5
177,DTA1B6015WG-IV,glass bead  row stretch bl,2016Q2,276.0,480.0,204.0,3.5
178,DTA1B6015WG-IV,glass bead  row stretch bl,2016Q3,276.0,120.0,48.0,3.5
179,DTA1B6015WG-IV,glass bead  row stretch bl,2016Q4,132.0,120.0,36.0,3.5
180,DTA1B6015WG-TQ,glass bead  row stretch bl,2016Q2,288.0,480.0,192.0,3.5
181,DTA1B6015WG-TQ,glass bead  row stretch bl,2016Q3,156.0,0.0,36.0,3.5
182,DTA1B6015WG-TQ,glass bead  row stretch bl,2016Q4,120.0,120.0,36.0,3.5
183,DTA1B6015WG-TQ,glass bead  row stretch bl,2018Q1,36.0,0.0,0.0,3.5
184,DTA1B6020CORAL,row beaded stretch  brown,2017Q1,381.0,381.0,0.0,3.5
185,DTA1B6020EGGNOG,row beaded stretch  grey,2017Q1,381.0,381.0,0.0,3.5
186,DTA1B6020WARM,row beaded stretch  ivory,2017Q1,381.0,381.0,0.0,3.5
187,DTA1B6020WG-BL,glass bead  stone  row stretch bl,2016Q2,180.0,360.0,180.0,4.0
188,DTA1B6020WG-BL,glass bead  stone  row stretch bl,2016Q3,48.0,12.0,144.0,4.0
189,DTA1B6020WG-BL,glass bead  stone  row stretch bl,2016Q4,36.0,12.0,120.0,4.0
190,DTA1B6020WG-BL,glass bead  stone  row stretch bl,2017Q1,12.0,0.0,108.0,4.0
191,DTA1B6020WG-BL,glass bead  stone  row stretch bl,2017Q3,96.0,0.0,12.0,4.0
192,DTA1B6020WG-BL,glass bead  stone  row stretch bl,2017Q4,12.0,0.0,0.0,4.0
193,DTA1B6020WG-BR,glass bead  stone  row stretch bl,2016Q2,264.0,480.0,216.0,4.0
194,DTA1B6020WG-BR,glass bead  stone  row stretch bl,2016Q3,156.0,0.0,60.0,4.0
195,DTA1B6020WG-BR,glass bead  stone  row stretch bl,2016Q4,12.0,0.0,48.0,4.0
196,DTA1B6020WG-BR,glass bead  stone  row stretch bl,2017Q3,48.0,0.0,0.0,4.0
197,DTA1B6020WG-GRY,glass bead  stone  row stretch bl,2016Q2,312.0,480.0,168.0,4.0
198,DTA1B6020WG-GRY,glass bead  stone  row stretch bl,2016Q3,156.0,0.0,12.0,4.0
199,DTA1B6020WG-GRY,glass bead  stone  row stretch bl,2017Q3,12.0,0.0,0.0,4.0
200,DTA1B6020WG-IV,glass bead  stone  row stretch bl,2016Q2,216.0,480.0,264.0,4.0
201,DTA1B6020WG-IV,glass bead  stone  row stretch bl,2016Q3,60.0,0.0,204.0,4.0
202,DTA1B6020WG-IV,glass bead  stone  row stretch bl,2016Q4,48.0,0.0,156.0,4.0
203,DTA1B6020WG-IV,glass bead  stone  row stretch bl,2017Q2,5.0,0.0,151.0,4.0
204,DTA1B6020WG-IV,glass bead  stone  row stretch bl,2017Q3,104.0,0.0,47.0,4.0
205,DTA1B6020WG-IV,glass bead  stone  row stretch bl,2017Q4,47.0,0.0,0.0,4.0
206,DTA1E112G-CAN,natural stone  drop earring,2016Q3,12.0,0.0,-12.0,5.5
207,DTA1E112G-GRY,natural stone  drop earring,2016Q3,36.0,0.0,-36.0,5.5
208,DTA1E112G-LAB,natural stone  drop earring,2016Q3,24.0,0.0,-24.0,5.5
209,DTA1E112G-LAV,natural stone  drop earring,2016Q3,12.0,0.0,-12.0,5.5
210,DTA1E112G-OBL,natural stone  drop earring,2016Q3,12.0,0.0,-12.0,5.5
211,DTA1E112G-OPL,natural stone  drop earring,2016Q1,144.0,0.0,-144.0,5.5
212,DTA1E112G-OPL,natural stone  drop earring,2016Q2,48.0,0.0,-192.0,5.5
213,DTA1E112G-RQ,natural stone  drop earring,2016Q3,12.0,0.0,-12.0,5.5
214,DTA1E113G-BLA,x mm  natural stone,2016Q1,36.0,0.0,-36.0,3.5
215,DTA1E113G-CHA,x mm  natural stone,2016Q1,24.0,0.0,-24.0,3.5
216,DTA1E113G-CHA,x mm  natural stone,2016Q2,12.0,0.0,-36.0,3.5
217,DTA1E113G-HOW,x mm  natural stone,2016Q1,36.0,0.0,-36.0,3.5
218,DTA1E113G-JET,x mm  natural stone,2016Q1,36.0,0.0,-36.0,3.5
219,DTA1E113G-NAT,x mm  natural stone,2016Q1,24.0,0.0,-24.0,3.5
220,DTA1E113G-NAT,x mm  natural stone,2016Q4,24.0,0.0,-48.0,3.5
221,DTA1E113G-RQ,x mm  natural stone,2016Q1,36.0,0.0,-36.0,3.5
222,DTA1E113G-RQ,x mm  natural stone,2016Q2,12.0,0.0,-48.0,3.5
223,DTA1E113G-TQ,x mm  natural stone,2016Q1,36.0,0.0,-36.0,3.5
224,DTA1E114G-BL,natural tear drop stone,2016Q1,36.0,0.0,-36.0,3.5
225,DTA1E114G-BL,natural tear drop stone,2016Q2,72.0,0.0,-108.0,3.5
226,DTA1E114G-BL,natural tear drop stone,2016Q3,12.0,0.0,-120.0,3.5
227,DTA1E114G-CHA,natural tear drop stone,2016Q1,96.0,0.0,-96.0,3.5
228,DTA1E114G-CHA,natural tear drop stone,2016Q2,96.0,0.0,-192.0,3.5
229,DTA1E114G-CLR,natural tear drop stone,2016Q1,60.0,0.0,-60.0,3.5
230,DTA1E114G-CLR,natural tear drop stone,2016Q2,36.0,0.0,-96.0,3.5
231,DTA1E114G-JET,natural tear drop stone,2016Q1,24.0,0.0,-24.0,3.5
232,DTA1E114G-JET,natural tear drop stone,2016Q2,24.0,0.0,-48.0,3.5
233,DTA1E114G-JET,natural tear drop stone,2016Q3,12.0,0.0,-60.0,3.5
234,DTA1E114G-JET,natural tear drop stone,2016Q4,12.0,0.0,-72.0,3.5
235,DTA1E114G-LM,natural tear drop stone,2016Q1,48.0,0.0,-48.0,3.5
236,DTA1E114G-LM,natural tear drop stone,2016Q2,36.0,0.0,-84.0,3.5
237,DTA1E114G-OPL,natural tear drop stone,2016Q1,36.0,0.0,-36.0,3.5
238,DTA1E114G-PK,natural tear drop stone,2016Q1,48.0,0.0,-48.0,3.5
239,DTA1E114G-PK,natural tear drop stone,2016Q2,48.0,0.0,-96.0,3.5
240,DTA1E114G-RQ,natural tear drop stone,2016Q1,24.0,0.0,-24.0,3.5
241,DTA1E114G-RQ,natural tear drop stone,2016Q2,12.0,0.0,-36.0,3.5
242,DTA1E114G-TQ,natural tear drop stone,2016Q1,48.0,0.0,-48.0,3.5
243,DTA1E115CHA,x mm natural clover shape,2018Q1,36.0,0.0,-36.0,4.5
244,DTA1E115G-BGD,x mm natural clover shape,2017Q4,24.0,0.0,-24.0,4.5
245,DTA1E115G-BLA,x mm natural clover shape,2016Q1,144.0,0.0,-144.0,4.5
246,DTA1E115G-BLA,x mm natural clover shape,2016Q2,84.0,0.0,-228.0,4.5
247,DTA1E115G-BLA,x mm natural clover shape,2016Q3,12.0,0.0,-240.0,4.5
248,DTA1E115G-BMP,x mm natural clover shape,2016Q1,36.0,0.0,-36.0,4.5
249,DTA1E115G-CHA,x mm natural clover shape,2016Q1,96.0,0.0,-96.0,4.5
250,DTA1E115G-CHA,x mm natural clover shape,2016Q2,108.0,0.0,-204.0,4.5
251,DTA1E115G-CHA,x mm natural clover shape,2016Q3,12.0,0.0,-216.0,4.5
252,DTA1E115G-GRY,x mm natural clover shape,2016Q1,96.0,0.0,-96.0,4.5
253,DTA1E115G-GRY,x mm natural clover shape,2016Q2,12.0,0.0,-108.0,4.5
254,DTA1E115G-GRY,x mm natural clover shape,2016Q3,12.0,0.0,-120.0,4.5
255,DTA1E115G-GRY,x mm natural clover shape,2017Q4,24.0,0.0,-144.0,4.5
256,DTA1E115G-GRY,x mm natural clover shape,2018Q1,36.0,0.0,-180.0,4.5
257,DTA1E115G-HJD,x mm natural clover shape,2016Q3,12.0,0.0,-12.0,4.5
258,DTA1E115G-HOW,x mm natural clover shape,2016Q1,204.0,0.0,-204.0,4.5
259,DTA1E115G-HOW,x mm natural clover shape,2016Q2,144.0,0.0,-348.0,4.5
260,DTA1E115G-HOW,x mm natural clover shape,2016Q3,12.0,0.0,-360.0,4.5
261,DTA1E115G-HOW,x mm natural clover shape,2017Q1,72.0,0.0,-432.0,4.5
262,DTA1E115G-IV,x mm natural clover shape,2016Q1,24.0,0.0,-24.0,4.5
263,DTA1E115G-JAM,x mm natural clover shape,2016Q3,12.0,0.0,-12.0,4.5
264,DTA1E115G-JAM,x mm natural clover shape,2017Q1,72.0,0.0,-84.0,4.5
265,DTA1E115G-JET,x mm natural clover shape,2016Q1,96.0,0.0,-96.0,4.5
266,DTA1E115G-JET,x mm natural clover shape,2016Q2,36.0,0.0,-132.0,4.5
267,DTA1E115G-JET,x mm natural clover shape,2016Q3,12.0,0.0,-144.0,4.5
268,DTA1E115G-LAB,x mm natural clover shape,2016Q1,12.0,0.0,-12.0,4.5
269,DTA1E115G-MAG,x mm natural clover shape,2016Q2,24.0,0.0,-24.0,4.5
270,DTA1E115G-MOP,x mm natural clover shape,2016Q1,132.0,0.0,-132.0,4.5
271,DTA1E115G-MOP,x mm natural clover shape,2016Q2,72.0,0.0,-204.0,4.5
272,DTA1E115G-MOP,x mm natural clover shape,2017Q4,24.0,0.0,-228.0,4.5
273,DTA1E115G-OBL,x mm natural clover shape,2016Q1,12.0,0.0,-12.0,4.5
274,DTA1E115G-OJA,x mm natural clover shape,2016Q3,12.0,0.0,-12.0,4.5
275,DTA1E115G-OPL,x mm natural clover shape,2016Q2,60.0,0.0,-60.0,4.5
276,DTA1E115G-PH,x mm natural clover shape,2016Q1,48.0,0.0,-48.0,4.5
277,DTA1E115G-PH,x mm natural clover shape,2016Q2,72.0,0.0,-120.0,4.5
278,DTA1E115G-PJA,x mm natural clover shape,2016Q1,108.0,0.0,-108.0,4.5
279,DTA1E115G-PJA,x mm natural clover shape,2016Q2,84.0,0.0,-192.0,4.5
280,DTA1E115G-PJA,x mm natural clover shape,2017Q1,72.0,0.0,-264.0,4.5
281,DTA1E115G-RQ,x mm natural clover shape,2016Q1,264.0,0.0,-264.0,4.5
282,DTA1E115G-RQ,x mm natural clover shape,2016Q2,132.0,0.0,-396.0,4.5
283,DTA1E115G-RQ,x mm natural clover shape,2016Q3,12.0,0.0,-408.0,4.5
284,DTA1E115G-RQ,x mm natural clover shape,2017Q1,72.0,0.0,-480.0,4.5
285,DTA1E115G-SAG,x mm natural clover shape,2016Q3,12.0,0.0,-12.0,4.5
286,DTA1E115G-TQ,x mm natural clover shape,2016Q1,132.0,0.0,-132.0,4.5
287,DTA1E115G-TQ,x mm natural clover shape,2016Q2,96.0,0.0,-228.0,4.5
288,DTA1E115G-WHT,x mm natural clover shape,2016Q2,36.0,0.0,-36.0,4.5
289,DTA1E115IV,x mm natural clover shape,2018Q1,36.0,0.0,-36.0,4.5
290,DTA1E115PH,x mm natural clover shape,2018Q1,36.0,0.0,-36.0,4.5
