,Style_Color,ds,y
0,DTA1B2029WG-IV,2016-04-14,36
1,DTA1B2029WG-IV,2016-05-20,12
2,DTA1B2029WG-IV,2017-10-09,48
3,DTA1B2029WG-IV,2016-04-15,12
4,DTA1B2029WG-IV,2016-04-08,48
5,DTA1B2029WG-IV,2016-08-02,12
6,DTA1B2029WG-IV,2016-04-19,12
7,DTA1B2029WG-IV,2016-04-18,12
8,DTA1B2029WG-IV,2016-06-09,12
9,DTA1B2029WG-IV,2016-08-24,1
10,DTA1B2029WG-IV,2016-04-06,12
11,DTA1B2029WG-IV,2016-09-30,12
12,DTA1B2029WG-IV,2017-12-21,24
13,DTA1B2029WG-MST,2016-05-20,12
14,DTA1B2029WG-MST,2016-08-22,24
15,DTA1B2029WG-MST,2017-12-21,120
16,DTA1B2029WG-TQ,2016-07-12,12
17,DTA1B2029WG-TQ,2016-05-20,12
18,DTA1B2029WG-TQ,2016-04-19,12
19,DTA1B2029WG-TQ,2016-04-04,12
20,DTA1B2029WG-TQ,2016-04-06,12
21,DTA1B2029WG-TQ,2017-12-21,108
22,DTA1B2066G-BRN,2016-07-12,12
23,DTA1B2066G-BRN,2016-04-15,12
24,DTA1B2066G-BRN,2016-09-28,12
25,DTA1B2066G-BRN,2016-05-20,12
26,DTA1B2066G-BRN,2016-05-06,36
27,DTA1B2066G-BRN,2016-04-15,24
28,DTA1B2066G-BRN,2016-05-13,24
29,DTA1B2066G-BRN,2016-04-12,36
30,DTA1B2066G-BRN,2016-05-25,12
31,DTA1B2066G-BRN,2016-08-12,12
32,DTA1B2066G-BRN,2017-03-23,12
33,DTA1B2066G-BRN,2016-05-10,36
34,DTA1B2066G-BRN,2017-10-30,12
35,DTA1B2066G-BRN,2017-12-21,96
36,DTA1B2066G-GRY,2016-07-12,12
37,DTA1B2066G-GRY,2016-04-15,12
38,DTA1B2066G-GRY,2016-04-15,24
39,DTA1B2066G-GRY,2016-11-18,12
40,DTA1B2066G-GRY,2016-05-20,12
41,DTA1B2066G-GRY,2016-08-31,24
42,DTA1B2066G-GRY,2016-05-06,36
43,DTA1B2066G-GRY,2016-04-15,24
44,DTA1B2066G-GRY,2016-05-13,24
45,DTA1B2066G-GRY,2016-04-12,36
46,DTA1B2066G-GRY,2016-05-25,12
47,DTA1B2066G-GRY,2017-03-23,12
48,DTA1B2066G-GRY,2016-05-10,36
49,DTA1B2066G-GRY,2016-04-27,24
50,DTA1B2066G-GRY,2017-10-30,12
51,DTA1B2066G-GRY,2017-12-21,36
52,DTA1B2066G-NAT,2016-04-15,24
53,DTA1B2066G-NAT,2016-09-30,12
54,DTA1B2066G-NAT,2016-11-18,12
55,DTA1B2066G-NAT,2016-05-20,12
56,DTA1B2066G-NAT,2016-04-12,36
57,DTA1B2066G-NAT,2016-04-27,24
58,DTA1B2066G-PK,2016-04-15,24
59,DTA1B2066G-PK,2016-09-30,11
60,DTA1B2066G-PK,2016-05-20,12
61,DTA1B2066G-PK,2016-08-31,24
62,DTA1B2066G-PK,2016-04-12,36
63,DTA1B2066G-TQ,2016-07-12,12
64,DTA1B2066G-TQ,2016-04-15,24
65,DTA1B2066G-TQ,2016-09-30,12
66,DTA1B2066G-TQ,2016-05-20,12
67,DTA1B2066G-TQ,2016-08-31,24
68,DTA1B2066G-TQ,2017-01-10,12
69,DTA1B2066G-TQ,2016-04-12,36
70,DTA1B2066G-TQ,2016-05-25,12
71,DTA1B2066G-TQ,2016-08-12,12
72,DTA1B2072HOW-JET,2016-09-09,12
73,DTA1B2072HOW-JET,2016-04-15,24
74,DTA1B2072HOW-JET,2016-05-20,12
75,DTA1B2072HOW-JET,2016-04-26,12
76,DTA1B2072HOW-JET,2016-04-15,12
77,DTA1B2072HOW-JET,2016-07-08,36
78,DTA1B2072HOW-JET,2016-04-19,12
79,DTA1B2072HOW-JET,2016-04-14,12
80,DTA1B2072HOW-JET,2016-04-21,12
81,DTA1B2072HOW-JET,2016-04-20,24
82,DTA1B2072HOW-JET,2016-05-10,36
83,DTA1B2072HOW-JET,2016-04-11,24
84,DTA1B2072HOW-JET,2016-10-31,12
85,DTA1B2072HOW-JET,2016-07-15,12
86,DTA1B2072HOW-JET,2017-12-21,12
87,DTA1B2072HOW-JET,2016-08-19,12
88,DTA1B2072HOW-JET,2016-04-15,60
89,DTA1B2072PJA-TQ,2016-09-09,12
90,DTA1B2072PJA-TQ,2016-04-15,24
91,DTA1B2072PJA-TQ,2016-04-20,24
92,DTA1B2072PJA-TQ,2016-05-20,12
93,DTA1B2072PJA-TQ,2016-04-19,12
94,DTA1B2072PJA-TQ,2016-04-14,12
95,DTA1B2072PJA-TQ,2016-04-29,12
96,DTA1B2072PJA-TQ,2016-04-21,12
97,DTA1B2072PJA-TQ,2016-09-15,12
98,DTA1B2072PJA-TQ,2016-04-29,12
99,DTA1B2072PJA-TQ,2016-05-10,36
100,DTA1B2072PJA-TQ,2016-04-11,12
101,DTA1B2072PJA-TQ,2016-10-31,12
102,DTA1B2072PJA-TQ,2016-04-12,12
103,DTA1B2072PJA-TQ,2017-12-21,24
104,DTA1B2072PJA-TQ,2016-04-15,60
105,DTA1B2072PJA-TQ,2017-05-30,8
106,DTA1B2072PJA-TQ,2017-05-31,1
107,DTA1B2072TGE-PJA,2016-05-20,12
108,DTA1B2072TGE-PJA,2016-04-29,60
109,DTA1B2072TGE-PJA,2016-06-30,12
110,DTA1B2072TGE-PJA,2016-10-31,12
111,DTA1B2072TGE-PJA,2016-07-15,12
112,DTA1B2072TGE-PJA,2017-12-21,96
113,DTA1B2072TGE-PJA,2016-08-19,12
114,DTA1B2072TGE-PJA,2017-05-30,1
115,DTA1B2072TGE-PJA,2017-05-31,2
116,DTA1B2072TGE-PJA,2017-05-31,1
117,DTA1B2072TQ-TGE,2016-09-09,12
118,DTA1B2072TQ-TGE,2016-04-15,24
119,DTA1B2072TQ-TGE,2016-05-20,12
120,DTA1B2072TQ-TGE,2016-04-12,36
121,DTA1B2072TQ-TGE,2016-04-14,12
122,DTA1B2072TQ-TGE,2016-10-31,12
123,DTA1B2072TQ-TGE,2016-04-12,12
124,DTA1B2072TQ-TGE,2017-12-21,24
125,DTA1B2072TQ-TGE,2016-04-15,60
126,DTA1B2073GRY-RQ,2016-07-25,12
127,DTA1B2073GRY-RQ,2016-09-09,12
128,DTA1B2073GRY-RQ,2016-07-12,12
129,DTA1B2073GRY-RQ,2016-07-08,12
130,DTA1B2073GRY-RQ,2016-07-21,24
131,DTA1B2073GRY-RQ,2016-08-30,12
132,DTA1B2073GRY-RQ,2016-07-08,84
133,DTA1B2073GRY-RQ,2016-10-25,24
134,DTA1B2073GRY-RQ,2017-01-13,120
135,DTA1B2073GRY-RQ,2016-06-28,48
136,DTA1B2073GRY-RQ,2016-06-28,36
137,DTA1B2073GRY-RQ,2016-06-30,12
138,DTA1B2073GRY-RQ,2016-08-25,12
139,DTA1B2073GRY-RQ,2016-07-01,60
140,DTA1B2073GRY-RQ,2016-09-30,120
141,DTA1B2073IV-GRY,2016-07-25,12
142,DTA1B2073IV-GRY,2016-07-12,12
143,DTA1B2073IV-GRY,2016-07-08,12
144,DTA1B2073IV-GRY,2016-07-08,84
145,DTA1B2073IV-GRY,2016-10-25,72
146,DTA1B2073IV-GRY,2016-06-28,48
147,DTA1B2073IV-GRY,2016-06-28,36
148,DTA1B2073IV-GRY,2016-06-30,12
149,DTA1B2073IV-GRY,2016-08-25,12
150,DTA1B2073IV-GRY,2016-07-28,12
151,DTA1B2073IV-GRY,2016-09-30,120
152,DTA1B2073PK-GRY,2016-07-25,12
153,DTA1B2073PK-GRY,2016-07-12,12
154,DTA1B2073PK-GRY,2016-07-08,84
155,DTA1B2073PK-GRY,2016-06-28,48
156,DTA1B2073PK-GRY,2016-06-28,24
157,DTA1B2073PK-GRY,2016-07-28,12
158,DTA1B2073PK-GRY,2016-07-01,84
159,DTA1B2073PK-GRY,2016-09-30,84
160,DTA1B2073TQ-GRY,2016-07-25,12
161,DTA1B2073TQ-GRY,2016-07-12,12
162,DTA1B2073TQ-GRY,2016-07-08,12
163,DTA1B2073TQ-GRY,2016-09-22,12
164,DTA1B2073TQ-GRY,2016-08-26,12
165,DTA1B2073TQ-GRY,2016-10-25,36
166,DTA1B2073TQ-GRY,2017-01-13,120
167,DTA1B2073TQ-GRY,2016-06-28,48
168,DTA1B2073TQ-GRY,2016-06-28,36
169,DTA1B2073TQ-GRY,2016-06-29,96
170,DTA1B2073TQ-GRY,2016-08-25,12
171,DTA1B2073TQ-GRY,2016-07-28,12
172,DTA1B2073TQ-GRY,2016-09-30,120
173,DTA1B4001GRY-BLS,2016-05-13,24
174,DTA1B4001GRY-BLS,2016-05-20,12
175,DTA1B4001GRY-BLS,2016-05-16,12
176,DTA1B4001GRY-BLS,2016-05-24,24
177,DTA1B4001GRY-BLS,2016-06-13,24
178,DTA1B4001GRY-BLS,2016-07-19,12
179,DTA1B4001GRY-BLS,2016-07-26,12
180,DTA1B4001GRY-BLS,2016-06-02,48
181,DTA1B4001GRY-BLS,2016-06-27,36
182,DTA1B4001GRY-BLS,2016-05-18,24
183,DTA1B4001WHT-MT,2016-05-13,24
184,DTA1B4001WHT-MT,2016-05-20,12
185,DTA1B4001WHT-MT,2016-05-16,12
186,DTA1B4001WHT-MT,2016-05-24,24
187,DTA1B4001WHT-MT,2016-06-13,24
188,DTA1B4001WHT-MT,2016-07-19,24
189,DTA1B4001WHT-MT,2016-06-14,24
190,DTA1B4001WHT-MT,2016-06-02,48
191,DTA1B4001WHT-MT,2016-06-27,36
192,DTA1B4001WHT-MT,2016-05-18,12
193,DTA1B4002BRN-BLS,2016-05-20,12
194,DTA1B4002BRN-BLS,2016-05-13,72
195,DTA1B4002BRN-BLS,2016-07-01,12
196,DTA1B4002BRN-BLS,2016-05-16,12
197,DTA1B4002BRN-BLS,2017-12-21,84
198,DTA1B4002GRY-WHT,2016-07-21,12
199,DTA1B4002GRY-WHT,2016-08-08,12
200,DTA1B4002GRY-WHT,2016-05-20,12
201,DTA1B4002GRY-WHT,2016-05-13,72
202,DTA1B4002GRY-WHT,2016-07-01,12
203,DTA1B4002GRY-WHT,2016-05-16,12
204,DTA1B4002GRY-WHT,2016-11-16,12
205,DTA1B4002GRY-WHT,2017-01-19,12
206,DTA1B4002GRY-WHT,2016-11-16,12
207,DTA1B4002GRY-WHT,2016-11-16,12
208,DTA1B4002GRY-WHT,2017-12-21,36
209,DTA1B4002IV-GRY,2016-07-21,12
210,DTA1B4002IV-GRY,2016-08-08,12
211,DTA1B4002IV-GRY,2016-05-20,12
212,DTA1B4002IV-GRY,2016-05-13,60
213,DTA1B4002IV-GRY,2016-05-16,12
214,DTA1B4002IV-GRY,2016-11-16,12
215,DTA1B4002IV-GRY,2016-11-16,12
216,DTA1B4002IV-GRY,2016-11-16,12
217,DTA1B4002IV-GRY,2017-12-21,60
218,DTA1B6015WG-GRY,2016-06-03,12
219,DTA1B6015WG-GRY,2016-06-03,12
220,DTA1B6015WG-GRY,2016-07-11,48
221,DTA1B6015WG-GRY,2016-09-23,12
222,DTA1B6015WG-GRY,2016-10-04,36
223,DTA1B6015WG-GRY,2016-12-06,72
224,DTA1B6015WG-GRY,2016-07-06,12
225,DTA1B6015WG-GRY,2016-06-28,36
226,DTA1B6015WG-GRY,2016-09-28,12
227,DTA1B6015WG-GRY,2016-06-02,24
228,DTA1B6015WG-GRY,2016-10-14,12
229,DTA1B6015WG-GRY,2016-05-31,24
230,DTA1B6015WG-GRY,2016-06-23,24
231,DTA1B6015WG-GRY,2016-10-14,12
232,DTA1B6015WG-GRY,2016-06-02,12
233,DTA1B6015WG-GRY,2016-05-31,72
234,DTA1B6015WG-GRY,2016-09-13,72
235,DTA1B6015WG-GRY,2016-09-13,12
236,DTA1B6015WG-GRY,2016-06-02,12
237,DTA1B6015WG-GRY,2016-06-03,24
238,DTA1B6015WG-GRY,2016-09-13,48
239,DTA1B6015WG-GRY,2016-10-17,60
240,DTA1B6015WG-GRY,2016-06-30,12
241,DTA1B6015WG-GRY,2016-10-05,12
242,DTA1B6015WG-GRY,2016-10-14,24
243,DTA1B6015WG-GRY,2016-10-31,24
244,DTA1B6015WG-GRY,2016-11-21,12
245,DTA1B6015WG-GRY,2016-06-09,12
246,DTA1B6015WG-GRY,2016-06-03,24
247,DTA1B6015WG-IV,2016-06-03,12
248,DTA1B6015WG-IV,2016-06-03,12
249,DTA1B6015WG-IV,2016-07-08,36
250,DTA1B6015WG-IV,2016-09-23,48
251,DTA1B6015WG-IV,2016-10-18,24
252,DTA1B6015WG-IV,2016-07-06,12
253,DTA1B6015WG-IV,2016-06-02,12
254,DTA1B6015WG-IV,2016-07-28,12
255,DTA1B6015WG-IV,2016-05-31,24
256,DTA1B6015WG-IV,2016-10-14,12
257,DTA1B6015WG-IV,2016-06-02,12
258,DTA1B6015WG-IV,2016-05-31,120
259,DTA1B6015WG-IV,2016-09-13,72
260,DTA1B6015WG-IV,2016-09-13,12
261,DTA1B6015WG-IV,2016-06-02,12
262,DTA1B6015WG-IV,2016-06-03,36
263,DTA1B6015WG-IV,2016-08-05,36
264,DTA1B6015WG-IV,2016-09-13,24
265,DTA1B6015WG-IV,2016-10-17,60
266,DTA1B6015WG-IV,2016-08-31,12
267,DTA1B6015WG-IV,2016-06-09,12
268,DTA1B6015WG-IV,2016-10-05,12
269,DTA1B6015WG-IV,2016-10-14,24
270,DTA1B6015WG-IV,2016-09-19,12
271,DTA1B6015WG-IV,2016-06-03,24
272,DTA1B6015WG-TQ,2016-06-03,12
273,DTA1B6015WG-TQ,2016-06-03,12
274,DTA1B6015WG-TQ,2016-07-08,24
275,DTA1B6015WG-TQ,2016-06-28,36
276,DTA1B6015WG-TQ,2016-05-31,24
277,DTA1B6015WG-TQ,2016-06-23,24
278,DTA1B6015WG-TQ,2016-11-16,12
279,DTA1B6015WG-TQ,2016-10-14,12
280,DTA1B6015WG-TQ,2016-05-31,120
281,DTA1B6015WG-TQ,2016-09-13,72
282,DTA1B6015WG-TQ,2016-09-13,12
283,DTA1B6015WG-TQ,2016-06-02,12
284,DTA1B6015WG-TQ,2016-06-03,24
285,DTA1B6015WG-TQ,2016-09-13,24
286,DTA1B6015WG-TQ,2016-10-04,24
287,DTA1B6015WG-TQ,2016-08-31,12
288,DTA1B6015WG-TQ,2016-10-05,12
289,DTA1B6015WG-TQ,2016-10-14,24
290,DTA1B6015WG-TQ,2016-10-31,12
291,DTA1B6015WG-TQ,2016-11-21,24
292,DTA1B6015WG-TQ,2016-08-15,12
293,DTA1B6015WG-TQ,2016-06-03,24
294,DTA1B6020WG-BR,2016-06-13,24
295,DTA1B6020WG-BR,2016-06-03,24
296,DTA1B6020WG-BR,2016-06-02,24
297,DTA1B6020WG-BR,2016-07-28,12
298,DTA1B6020WG-BR,2016-08-22,12
299,DTA1B6020WG-BR,2016-09-23,36
300,DTA1B6020WG-BR,2016-09-28,12
301,DTA1B6020WG-BR,2016-09-29,24
302,DTA1B6020WG-BR,2016-08-18,24
303,DTA1B6020WG-BR,2016-06-03,24
304,DTA1B6020WG-BR,2016-11-28,12
305,DTA1B6020WG-BR,2016-06-01,24
306,DTA1B6020WG-BR,2016-07-19,12
307,DTA1B6020WG-BR,2016-06-29,12
308,DTA1B6020WG-BR,2016-06-14,36
309,DTA1B6020WG-BR,2016-06-02,48
310,DTA1B6020WG-BR,2016-07-15,12
311,DTA1B6020WG-BR,2016-08-17,12
312,DTA1B6020WG-BR,2016-06-22,12
313,DTA1B6020WG-BR,2016-06-03,36
314,DTA1B6020WG-GRY,2016-06-13,24
315,DTA1B6020WG-GRY,2016-06-03,24
316,DTA1B6020WG-GRY,2016-06-28,36
317,DTA1B6020WG-GRY,2016-06-02,24
318,DTA1B6020WG-GRY,2016-07-28,12
319,DTA1B6020WG-GRY,2016-08-22,24
320,DTA1B6020WG-GRY,2016-09-23,24
321,DTA1B6020WG-GRY,2016-09-28,12
322,DTA1B6020WG-GRY,2016-09-29,12
323,DTA1B6020WG-GRY,2016-05-31,24
324,DTA1B6020WG-GRY,2016-08-18,24
325,DTA1B6020WG-GRY,2016-06-03,24
326,DTA1B6020WG-GRY,2016-06-01,24
327,DTA1B6020WG-GRY,2016-07-11,12
328,DTA1B6020WG-GRY,2016-07-26,12
329,DTA1B6020WG-GRY,2016-06-29,12
330,DTA1B6020WG-GRY,2016-06-14,36
331,DTA1B6020WG-GRY,2016-06-02,48
332,DTA1B6020WG-GRY,2016-07-15,12
333,DTA1B6020WG-GRY,2016-08-17,12
334,DTA1B6020WG-GRY,2016-06-22,12
335,DTA1B6020WG-GRY,2016-06-03,24
336,DTA1B6020WG-IV,2016-06-13,24
337,DTA1B6020WG-IV,2016-06-03,24
338,DTA1B6020WG-IV,2016-06-02,24
339,DTA1B6020WG-IV,2016-08-18,24
340,DTA1B6020WG-IV,2016-06-03,24
341,DTA1B6020WG-IV,2016-06-01,24
342,DTA1B6020WG-IV,2016-07-19,12
343,DTA1B6020WG-IV,2016-06-09,12
344,DTA1B6020WG-IV,2016-06-29,12
345,DTA1B6020WG-IV,2016-12-20,12
346,DTA1B6020WG-IV,2016-06-14,36
347,DTA1B6020WG-IV,2016-10-14,12
348,DTA1B6020WG-IV,2016-11-21,24
349,DTA1B6020WG-IV,2016-07-15,12
350,DTA1B6020WG-IV,2016-08-17,12
351,DTA1B6020WG-IV,2017-12-21,36
352,DTA1B6020WG-IV,2016-06-03,36
353,DTA1B6020WG-IV,2017-05-30,3
354,DTA1B6020WG-IV,2017-05-31,2
355,DTA1E112G-CANCOR,2016-08-19,12
356,DTA1E112G-GRYSOD,2016-09-26,12
357,DTA1E112G-GRYSOD,2016-09-13,12
358,DTA1E112G-GRYSOD,2016-09-26,12
359,DTA1E112G-LABBGD,2016-08-31,12
360,DTA1E112G-LABSOD,2016-08-31,12
361,DTA1E112G-LAVGRY,2016-08-19,12
362,DTA1E112G-OBLHOW,2016-08-19,12
363,DTA1E112G-OPLBLA,2016-03-11,36
364,DTA1E112G-OPLCHA,2016-03-11,36
365,DTA1E112G-OPLMOP,2016-03-11,36
366,DTA1E112G-OPLMOP,2016-06-16,24
367,DTA1E112G-OPLRQ,2016-03-11,36
368,DTA1E112G-OPLRQ,2016-06-16,24
369,DTA1E112G-RQOBL,2016-08-19,12
370,DTA1E113G-BLA,2016-03-11,24
371,DTA1E113G-BLA,2016-03-24,12
372,DTA1E113G-CHA,2016-03-11,24
373,DTA1E113G-CHA,2016-04-12,12
374,DTA1E113G-HOW,2016-03-11,24
375,DTA1E113G-HOW,2016-03-24,12
376,DTA1E113G-JET,2016-03-11,24
377,DTA1E113G-JET,2016-03-24,12
378,DTA1E113G-NAT,2016-03-11,24
379,DTA1E113G-NAT,2016-10-07,24
380,DTA1E113G-RQ,2016-03-11,24
381,DTA1E113G-RQ,2016-04-12,12
382,DTA1E113G-RQ,2016-03-24,12
383,DTA1E113G-TQ,2016-03-11,24
384,DTA1E113G-TQ,2016-03-24,12
385,DTA1E114G-BL,2016-03-11,36
386,DTA1E114G-BL,2016-04-08,48
387,DTA1E114G-BL,2016-04-12,12
388,DTA1E114G-BL,2016-05-20,12
389,DTA1E114G-BL,2016-07-15,12
390,DTA1E114G-CHA,2016-03-11,36
391,DTA1E114G-CHA,2016-04-08,48
392,DTA1E114G-CHA,2016-06-03,36
393,DTA1E114G-CHA,2016-04-12,12
394,DTA1E114G-CHA,2016-03-15,24
395,DTA1E114G-CHA,2016-03-08,12
396,DTA1E114G-CHA,2016-03-24,12
397,DTA1E114G-CHA,2016-03-02,12
398,DTA1E114G-CLR,2016-03-11,48
399,DTA1E114G-CLR,2016-05-12,36
400,DTA1E114G-CLR,2016-03-24,12
401,DTA1E114G-JET,2016-04-29,12
402,DTA1E114G-JET,2016-05-20,12
403,DTA1E114G-JET,2016-07-15,12
404,DTA1E114G-JET,2016-11-04,12
405,DTA1E114G-JET,2016-03-08,12
406,DTA1E114G-JET,2016-03-24,12
407,DTA1E114G-LM,2016-03-11,36
408,DTA1E114G-LM,2016-05-12,36
409,DTA1E114G-LM,2016-03-08,12
410,DTA1E114G-OPL,2016-03-15,24
411,DTA1E114G-OPL,2016-03-08,12
412,DTA1E114G-PK,2016-03-11,36
413,DTA1E114G-PK,2016-04-08,48
414,DTA1E114G-PK,2016-03-02,12
415,DTA1E114G-RQ,2016-04-12,12
416,DTA1E114G-RQ,2016-03-08,12
417,DTA1E114G-RQ,2016-03-24,12
418,DTA1E114G-TQ,2016-03-15,24
419,DTA1E114G-TQ,2016-03-08,12
420,DTA1E114G-TQ,2016-03-24,12
421,DTA1E115CHA,2018-02-05,36
422,DTA1E115G-BGD,2017-10-27,24
423,DTA1E115G-BLA,2016-03-04,24
424,DTA1E115G-BLA,2016-03-29,12
425,DTA1E115G-BLA,2016-08-19,12
426,DTA1E115G-BLA,2016-03-17,24
427,DTA1E115G-BLA,2016-03-03,12
428,DTA1E115G-BLA,2016-03-16,12
429,DTA1E115G-BLA,2016-04-04,24
430,DTA1E115G-BLA,2016-06-07,24
431,DTA1E115G-BLA,2016-03-08,24
432,DTA1E115G-BLA,2016-04-06,24
433,DTA1E115G-BLA,2016-04-08,12
434,DTA1E115G-BLA,2016-03-08,12
435,DTA1E115G-BLA,2016-03-24,12
436,DTA1E115G-BLA,2016-03-11,12
437,DTA1E115G-BMP,2016-03-08,36
438,DTA1E115G-CHA,2016-03-04,12
439,DTA1E115G-CHA,2016-08-19,12
440,DTA1E115G-CHA,2016-03-03,24
441,DTA1E115G-CHA,2016-04-04,24
442,DTA1E115G-CHA,2016-06-07,24
443,DTA1E115G-CHA,2016-04-06,36
444,DTA1E115G-CHA,2016-04-08,12
445,DTA1E115G-CHA,2016-03-08,12
446,DTA1E115G-CHA,2016-03-24,12
447,DTA1E115G-CHA,2016-04-19,12
448,DTA1E115G-CHA,2016-03-11,36
449,DTA1E115G-GRY,2016-03-04,24
450,DTA1E115G-GRY,2016-03-04,24
451,DTA1E115G-GRY,2016-08-19,12
452,DTA1E115G-GRY,2017-10-27,24
453,DTA1E115G-GRY,2018-02-05,36
454,DTA1E115G-GRY,2016-04-08,12
455,DTA1E115G-GRY,2016-03-25,36
456,DTA1E115G-GRY,2016-03-08,12
457,DTA1E115G-HJD,2016-08-19,12
458,DTA1E115G-HOW,2016-03-04,24
459,DTA1E115G-HOW,2016-03-04,24
460,DTA1E115G-HOW,2016-03-29,12
461,DTA1E115G-HOW,2016-08-19,12
462,DTA1E115G-HOW,2016-03-03,24
463,DTA1E115G-HOW,2016-04-04,24
464,DTA1E115G-HOW,2016-06-07,24
465,DTA1E115G-HOW,2016-03-08,36
466,DTA1E115G-HOW,2016-04-08,24
467,DTA1E115G-HOW,2016-04-06,48
468,DTA1E115G-HOW,2017-01-12,72
469,DTA1E115G-HOW,2016-04-29,12
470,DTA1E115G-HOW,2016-03-29,36
471,DTA1E115G-HOW,2016-03-08,12
472,DTA1E115G-HOW,2016-03-24,12
473,DTA1E115G-HOW,2016-04-19,12
474,DTA1E115G-HOW,2016-03-28,12
475,DTA1E115G-HOW,2016-03-11,12
476,DTA1E115G-IV,2016-03-17,24
477,DTA1E115G-JAM,2016-08-19,12
478,DTA1E115G-JAM,2017-01-12,72
479,DTA1E115G-JET,2016-03-04,24
480,DTA1E115G-JET,2016-08-19,12
481,DTA1E115G-JET,2016-03-17,24
482,DTA1E115G-JET,2016-04-08,12
483,DTA1E115G-JET,2016-03-25,36
484,DTA1E115G-JET,2016-05-06,24
485,DTA1E115G-JET,2016-03-08,12
486,DTA1E115G-LAB,2016-03-11,12
487,DTA1E115G-MAG,2016-05-06,24
488,DTA1E115G-MOP,2016-03-04,24
489,DTA1E115G-MOP,2016-03-29,12
490,DTA1E115G-MOP,2017-10-27,24
491,DTA1E115G-MOP,2016-03-08,36
492,DTA1E115G-MOP,2016-04-08,24
493,DTA1E115G-MOP,2016-04-06,36
494,DTA1E115G-MOP,2016-04-08,12
495,DTA1E115G-MOP,2016-03-08,12
496,DTA1E115G-MOP,2016-03-24,12
497,DTA1E115G-MOP,2016-03-11,36
498,DTA1E115G-OBL,2016-03-28,12
499,DTA1E115G-OJA,2016-09-15,12
500,DTA1E115G-OPL,2016-04-06,48
501,DTA1E115G-OPL,2016-04-08,12
502,DTA1E115G-PH,2016-03-29,12
503,DTA1E115G-PH,2016-03-03,24
504,DTA1E115G-PH,2016-04-04,24
505,DTA1E115G-PH,2016-06-07,24
506,DTA1E115G-PH,2016-05-06,24
507,DTA1E115G-PH,2016-03-08,12
508,DTA1E115G-PJA,2016-03-03,12
509,DTA1E115G-PJA,2016-03-16,12
510,DTA1E115G-PJA,2016-04-04,24
511,DTA1E115G-PJA,2016-06-07,24
512,DTA1E115G-PJA,2017-01-12,72
513,DTA1E115G-PJA,2016-04-08,12
514,DTA1E115G-PJA,2016-03-25,36
515,DTA1E115G-PJA,2016-05-06,24
516,DTA1E115G-PJA,2016-03-29,36
517,DTA1E115G-PJA,2016-03-08,12
518,DTA1E115G-RQ,2016-03-04,24
519,DTA1E115G-RQ,2016-03-04,24
520,DTA1E115G-RQ,2016-03-29,12
521,DTA1E115G-RQ,2016-08-19,12
522,DTA1E115G-RQ,2016-03-03,24
523,DTA1E115G-RQ,2016-04-04,24
524,DTA1E115G-RQ,2016-06-07,24
525,DTA1E115G-RQ,2016-03-08,36
526,DTA1E115G-RQ,2016-04-08,24
527,DTA1E115G-RQ,2016-04-06,36
528,DTA1E115G-RQ,2017-01-12,72
529,DTA1E115G-RQ,2016-04-08,12
530,DTA1E115G-RQ,2016-03-25,36
531,DTA1E115G-RQ,2016-03-29,36
532,DTA1E115G-RQ,2016-03-08,12
533,DTA1E115G-RQ,2016-03-24,12
534,DTA1E115G-RQ,2016-04-19,12
535,DTA1E115G-RQ,2016-03-28,12
536,DTA1E115G-RQ,2016-03-11,36
537,DTA1E115G-SAG,2016-08-19,12
538,DTA1E115G-TQ,2016-03-04,12
539,DTA1E115G-TQ,2016-03-04,24
540,DTA1E115G-TQ,2016-03-29,12
541,DTA1E115G-TQ,2016-03-03,24
542,DTA1E115G-TQ,2016-04-04,24
543,DTA1E115G-TQ,2016-06-07,24
544,DTA1E115G-TQ,2016-04-08,12
545,DTA1E115G-TQ,2016-05-06,24
546,DTA1E115G-TQ,2016-03-29,36
547,DTA1E115G-TQ,2016-03-08,12
548,DTA1E115G-TQ,2016-03-24,12
549,DTA1E115G-TQ,2016-04-19,12
550,DTA1E115G-WHT,2016-04-06,36
551,DTA1E115IV,2018-02-05,36
552,DTA1E115PH,2018-02-05,36
553,DTA1E152G-BGD,2016-09-22,24
554,DTA1E152G-BGD,2016-10-05,48
555,DTA1E152G-BKD,2016-04-18,12
556,DTA1E152G-BKD,2016-04-08,12
557,DTA1E152G-BKD,2016-06-24,12
558,DTA1E152G-BLA,2016-04-20,12
559,DTA1E152G-BLA,2016-05-12,12
560,DTA1E152G-BLA,2016-06-17,12
561,DTA1E152G-BLA,2016-03-25,48
562,DTA1E152G-BLA,2016-04-08,24
563,DTA1E152G-BLA,2016-04-08,36
564,DTA1E152G-BLA,2016-03-25,36
565,DTA1E152G-BLA,2016-04-08,36
566,DTA1E152G-BLA,2016-04-29,24
567,DTA1E152G-BLA,2016-04-21,12
568,DTA1E152G-BLA,2016-04-04,60
569,DTA1E152G-BLA,2016-04-04,24
570,DTA1E152G-BLA,2016-04-04,24
571,DTA1E152G-BLA,2016-04-21,12
572,DTA1E152G-BLA,2016-03-24,12
573,DTA1E152G-BMP,2016-03-25,36
574,DTA1E152G-BMP,2016-04-29,36
575,DTA1E152G-BMP,2016-04-18,12
576,DTA1E152G-CAN,2016-10-05,48
577,DTA1E152G-CHA,2016-04-04,12
578,DTA1E152G-CHA,2016-04-08,36
